video_id,comment_id,text,like_count_x,published_at,reply_count,word_count,text_clean,title,channel,view_count,like_count_y,wc,aspect,sentiment,intent
C-UALUnR1rE,UgzQ7cbEhbaUCMKPWLV4AaABAg,"I switched from iPhone 12 to Samsung z flip 7, and the lack of faceid didn&#39;t bother me - the fingerprint scanning is really seamless and the button sits in a really intuitive place. Didn&#39;t catch where the button was one the duo, but I dont miss faceid much",0,2026-09-09T18:27:15Z,0,49,"i switched from iphone 12 to samsung z flip 7, and the lack of faceid didn't bother me - the fingerprint scanning is really seamless and the button sits in a really intuitive place. didn't catch where the button was one the duo, but i dont miss faceid much",iPhone Duo is here! APPLE WINS,TAC,393925,1358,49,comparison_samsung,neutral,unknown
0cHGpPNnIEw,UgxhjZmH-4aaGqsQAGh4AaABAg,Pasabuy iP18 pro max 256gb or 512gb burgundy,0,2026-09-11T12:09:31Z,0,8,pasabuy ip18 pro max 256gb or 512gb burgundy,"Apple Event 2026 Recap: iPhone DUO, iPhone 18 Pro, Airpods 5 and MORE!",Mary Bautista,384605,2351,8,SKIPPED,SKIPPED,SKIPPED
2qNfOa5AuVU,Ugz8o5f9KTmyTrVZVip4AaABAg,That is awesome but will it wear and tear on the fold?,0,2026-09-10T00:03:08Z,0,12,that is awesome but will it wear and tear on the fold?,I Tried the iPhone Duo... Is It Worth It?,Tom’s Guide,314367,3007,12,durability,negative,unknown
Zt-fS0DH8BQ,UgyyQx85XOiNq4QPH-94AaABAg,"What you mentioned at <a href=""https://www.youtube.com/watch?v=Zt-fS0DH8BQ&amp;t=422"">7:02</a> about the display calibration was really interesting. What was your personal experience with it in person? Did the display lean more toward a cooler or warmer tone?<br><br>(Even though almost all of my devices have OLED or miniLED displays now, I tend to prefer slightly cooler tones, and I’ve calibrated my MacBook more in that direction as well. I always wish Apple would let us adjust the screen temperature a little in iOS, but unfortunately, that’s never been an option in any version of iOS.)<br><br>I’m really curious to hear your thoughts. Thank you!",0,2026-09-10T20:38:14Z,0,98,"what you mentioned at 7:02 about the display calibration was really interesting. what was your personal experience with it in person? did the display lean more toward a cooler or warmer tone? (even though almost all of my devices have oled or miniled displays now, i tend to prefer slightly cooler tones, and i’ve calibrated my macbook more in that direction as well. i always wish apple would let us adjust the screen temperature a little in ios, but unfortunately, that’s never been an option in any version of ios.) i’m really curious to hear your thoughts. thank you!",iPhone 18 Pro & Duo: A Photographer's Reaction,Tyler Stalman,521951,6481,99,display,neutral,unknown
GZPKac9mu0o,UgwvMWbFbar5XNeKbWJ4AaABAg,"Don&#39;t overlook the 254g weight. While not heavy, it&#39;s still going to weigh the equivalent of an iPad mini once you add a full case. That&#39;s a huge difference between it and the Fold 8. I barely feel the Fold 8 when holding it for long sessions. I would definitely notice holding an iPad mini for more than a few minutes.",60,2026-09-11T18:35:14Z,13,61,"don't overlook the 254g weight. while not heavy, it's still going to weigh the equivalent of an ipad mini once you add a full case. that's a huge difference between it and the fold 8. i barely feel the fold 8 when holding it for long sessions. i would definitely notice holding an ipad mini for more than a few minutes.",iPhone Duo vs Samsung Galaxy Z Fold 8 - This is Embarrassing.,XEETECHCARE,275304,2616,61,foldable_design,negative,unknown
LVVTKjqvR88,UgxbqCOeGRUXFfnnrLl4AaABAg,Enter all of the android users yawns 🥱,1,2026-09-09T23:30:49Z,0,8,enter all of the android users yawns 🥱,"iPhone 18 Pro, Pro Max, & Duo Honest Reactions",Nick Ackerman,136711,887,8,comparison_samsung,positive,unknown
oiu43QVvtV0,UgxZtTYan2weWvHlOZh4AaABAg,I was waiting to see how they solved the crease. Well done Apple. You and your bloody witchcraft,3,2026-09-10T01:09:08Z,3,18,i was waiting to see how they solved the crease. well done apple. you and your bloody witchcraft,📱Hands on with Apple's new foldable iPhone Duo,Reuters,644466,4220,18,display,positive,unknown
JDHIKznOpFg,UgzFHHOJcM7FFJYv3J14AaABAg,"Apple nih bener-bener pinter urusan jualan, leak bentuk dll boleh aja bocor, tapi ternyata kita ngga nyangka kalo ui/ux juga dipikirin mateng jadi kaya nyatu sama devicenya, ditambah lagi dia pake layar matte buat nyamarin crease-nya yang sebetulnya sih ya ada kaya brand lain, jadi kesannya iPhone Duo ya beda dari iPhone lain, padahal secara fungsi ya sama aja. apa brand lain gak kepikiran kaya gini ya? 😅",182,2026-09-10T01:38:42Z,50,68,"apple nih bener-bener pinter urusan jualan, leak bentuk dll boleh aja bocor, tapi ternyata kita ngga nyangka kalo ui/ux juga dipikirin mateng jadi kaya nyatu sama devicenya, ditambah lagi dia pake layar matte buat nyamarin crease-nya yang sebetulnya sih ya ada kaya brand lain, jadi kesannya iPhone Duo ya beda dari iphone lain, padahal secara fungsi ya sama aja. apa brand lain gak kepikiran kaya gini ya?",Nyicipin iPhone Duo | Langsung dari Apple Event 2026,Bestindotech,404651,2501,67,SKIPPED,SKIPPED,SKIPPED
fcsNE2B4qKg,UgwvbnqALwL31wYvJGx4AaABAg,I&#39;m a Android user for life and I got to say that this device is still way better than wide fold......it realy looks good.....samsung disappointed me with no s pin this year. I&#39;m still going to hold on to my z fold 6,0,2026-09-11T00:30:34Z,0,43,i'm a android user for life and i got to say that this device is still way better than wide fold.it realy looks good.samsung disappointed me with no s pin this year. i'm still going to hold on to my z fold 6,iPhone Duo - An Android User Tells It Straight,TechTalkTV,284608,4720,43,comparison_samsung,positive,not_buying
NFaOti1zbfA,UgxU8A1-Js2Eq12UMSZ4AaABAg,I thought there will be iPhone ultra. Is that will true,0,2026-09-09T20:54:14Z,0,11,i thought there will be iphone ultra. is that will true,iPhone Duo Vs 18 Pro Max- HANDS-ON Spec Review!!,Matt Talks Tech,251281,9567,11,none / general,neutral,unknown
XRKjMvfYV0o,UgzF6oevN3Ebt4NQghZ4AaABAg,Pro or Pro Max? Im on a fence 😥,0,2026-09-10T12:05:08Z,0,9,pro or pro max? im on a fence,iPhone Duo Hands-On - What You NEED to Know!,The Tech Chap,1269878,8878,8,upgrade,neutral,considering
Od6M0AXpcxQ,Ugwb299CAiq9HIYt2Ct4AaABAg,"I live in Shanghai and China foldables bit is absolutely true! People actually buy 2 phones, 1 for work and whatsoever and another is foldable for playing or watching videos on the subway",676,2026-09-10T15:35:25Z,28,33,"i live in shanghai and china foldables bit is absolutely true! people actually buy 2 phones, 1 for work and whatsoever and another is foldable for playing or watching videos on the subway",iPhone 18 Pro/Duo Impressions: Mogged,Marques Brownlee,22322554,334352,33,foldable_design,neutral,unknown
-88aSO9z8QY,UgzommrtPaTLd76VJcZ4AaABAg,Andhukai mundia tesukunna anna Iphone 17 pro max at 1.18k with cards offers and old mobile exchange.<br>Thanks anna.,0,2026-09-10T05:50:05Z,0,18,andhukai mundia tesukunna anna iphone 17 pro max at 1.18k with cards offers and old mobile exchange. thanks anna.,"Apple Event 2026 🔥 iPhone 18 Pro, Foldable iPhone Duo & iPhone 17 Price Hike in India !",Prasadtechintelugu,891044,14277,19,SKIPPED,SKIPPED,SKIPPED
llGO7HPfJZI,UgzmnwGsmz_5QO2VvD14AaABAg,That Camera start  Samsung Galaxy S9,0,2026-09-10T22:07:05Z,0,6,that camera start samsung galaxy s9,iPhone 18 Pro First Look: The Best iPhone Camera Yet!,CNET,205935,1044,6,comparison_samsung,negative,unknown
TJ-NarZp7U0,UgyBTXt_GD6Jbih6p8d4AaABAg,"Unless you absolutely need a big screen iPad, this one devise can do it all now. I&#39;m mostly impressed with how designers took advantage of the half fold scenarios.",6,2026-09-10T02:44:52Z,4,29,"unless you absolutely need a big screen ipad, this one devise can do it all now. i'm mostly impressed with how designers took advantage of the half fold scenarios.",iPhone Duo Hands-On: I’m VERY Impressed,MacRumors,1138176,8922,29,multitasking,positive,considering
WUFosBPjykE,UgzHEJKILw1csrZOIeh4AaABAg,Ya date por vencido! No te van a invitar nunca jamás! A menos que se revelen los extraterrestres 👽 y el mundo quede boca pa’ rriba,1,2026-09-11T01:54:00Z,0,26,ya date por vencido! no te van a invitar nunca jamás! a menos que se revelen los extraterrestres y el mundo quede boca pa’ rriba,iPhone Duo vs Galaxy Z Fold8 CON CUAL ME QUEDO?,MARCIANOTECH,44696,833,25,SKIPPED,SKIPPED,SKIPPED
4nxx92MRYqI,UgxvI-sq2MP6az-MNwJ4AaABAg,"Ich glaube, auf das Jubiliäums-Iphone zu warten, ist die bessere Option als jetzt ein 18er zu kaufen...",3,2026-09-11T07:17:06Z,1,17,"ich glaube, auf das jubiliäums-iphone zu warten, ist die bessere option als jetzt ein 18er zu kaufen.",Ich habe das iPhone Duo ausprobiert!,Felixba,549913,10042,17,SKIPPED,SKIPPED,SKIPPED
P6x5bFbdfao,UgyYWKQxshZ0de1mzUB4AaABAg,"As a Samsung user for years, I honestly think that they do very well on the folding hinge; the corner of it is completely flat, as for Samsung, it is still sticking out, and the anti-reflection coating is a very smart move to hide the crease",1,2026-09-10T17:35:25Z,0,46,"as a samsung user for years, i honestly think that they do very well on the folding hinge; the corner of it is completely flat, as for samsung, it is still sticking out, and the anti-reflection coating is a very smart move to hide the crease",Is the iPhone Duo Worth It?,Austin Evans,360620,9156,46,display,positive,unknown
22cShlkDEUE,Ugw3Dvc7TkmAFLO1-2F4AaABAg,I have owned many smartphones and I can say without a doubt that the galaxy z fold 8 is the best smartphone to date to ever be released by any manufacturer. The iPhone duo will not beat that z fold 8 form factor and it&#39;s just superb functionality. It&#39;s unmatched as of now.,1,2026-09-12T15:28:26Z,0,53,i have owned many smartphones and i can say without a doubt that the galaxy z fold 8 is the best smartphone to date to ever be released by any manufacturer. the iPhone Duo will not beat that z fold 8 form factor and it's just superb functionality. it's unmatched as of now.,5 Reasons the Samsung Z Fold 8 Crushes the iPhone Duo!,Average Dad,36578,864,53,comparison_samsung,negative,not_buying
RUXrO0KUiwY,UgxjhScDpvFBspVEIfd4AaABAg,It&#39;s not a competition really. People either like IOS or Android,3,2026-09-10T23:17:21Z,0,11,it's not a competition really. people either like ios or android,iPhone Duo vs Galaxy Z Fold 8 - Samsung Is in TROUBLE,sakitech,114064,1265,11,comparison_samsung,neutral,unknown
37N8aRUYnJw,UgzHAsLgwM0NkwisgBl4AaABAg,Anna where to buy tangzu waner sg2 red lion edition in Dubai ? Near mirdiff. Lots of love ❤❤❤,2,2026-09-10T08:23:49Z,0,19,anna where to buy tangzu waner sg2 red lion edition in dubai ? near mirdiff. lots of love,Apple Event 2026 | My Opinion | iPhone Duo | Price Hike !! | Malayalam,CallMeShazzam TECH,773778,14140,18,SKIPPED,SKIPPED,SKIPPED
_oASntPom50,UgwqbGyriY4fjSpJBih4AaABAg,Itne paise nhi hai yr 😢,1,2026-09-10T02:32:36Z,0,6,itne paise nhi hai yr,Apple iPhone 18 Series - Biggest Upgrades Ever 🤯,Next Univerz,898577,9545,5,SKIPPED,SKIPPED,SKIPPED
-YGEQlw8_G4,UgxWy6-sqOwoe2_fRFp4AaABAg,"As much as I love the Duo, I think I can wait for the next-gen Duo when it has Face ID, better cameras &amp; a smaller shape form than it is now.",0,2026-09-13T07:41:55Z,0,32,"as much as i love the duo, i think i can wait for the next-gen duo when it has face id, better cameras & a smaller shape form than it is now.",iPhone Duo & iPhone 18 Pro -- Hands On & First Impressions!,AppleInsider,176771,1143,32,foldable_design,positive,conditional
6AkGhTBtR4o,UgylNIIl0n7RJ6DcZul4AaABAg,"Yes, Iphone cooked very well with Samsung display 😊",18,2026-09-10T13:03:22Z,2,9,"yes, iphone cooked very well with samsung display",iPhone Duo Hands On!,Mrwhosetheboss,14221172,446763,8,display,positive,unknown
zZNms7T1_QM,UgyVroAAlXpjJc6rV654AaABAg,"Ability to stop down to f/4 (vs old fixed f/1.78) is beneficial for shooting video in very bright environments so as to be able to maintain a long enough shutter speed to prevent strobing effect. Remember, iPhone cams aren’t just for still pics.",196,2026-09-12T02:37:58Z,49,43,"ability to stop down to f/4 (vs old fixed f/1.78) is beneficial for shooting video in very bright environments so as to be able to maintain a long enough shutter speed to prevent strobing effect. remember, iphone cams aren’t just for still pics.",I Know Why Apple Put An Aperture In The iPhone 18 Pro,Fstoppers,294747,6619,43,camera,positive,unknown
GKNY8es8lXo,Ugxwi9cbA9Qa43QkuD14AaABAg,Xiamoi pad 9 pro max,0,2026-09-10T16:27:25Z,0,5,xiamoi pad 9 pro max,iPhone 18 Pro vs 17 Pro: Should You Upgrade?,Pratima Adhikari,131727,1308,5,SKIPPED,SKIPPED,SKIPPED
D13WxsEq07A,Ugydz28D7kJ-XAHP2Cx4AaABAg,What is good with the Iphone Duo is that it can charge 50% in 20 minutes and has 48 mp Fusion main camera but no third telephoto camera,2,2026-09-10T02:25:51Z,0,28,what is good with the iPhone Duo is that it can charge 50% in 20 minutes and has 48 mp fusion main camera but no third telephoto camera,"iPhone Duo First Look: Amazing Battery, Features and Zero Crease?!",CNET,37589,641,28,camera,neutral,unknown
LX0VdsBuNow,Ugw8uux9BeXKKlM5AIp4AaABAg,"Te descubrí buscando info sobre iPhone y ha sido una maravilla, explicas todo muy bien y con criterio. Yo siempre he usado Android y estaba pensando en dar el salto a iOS por la cada vez menos libertad que quieren poner en Android, entonces pensaba en el 17.. pero sorpresa para mí ver que ha subido de precio. Y mi pregunta como un extranjero en el tema, es normal? Se esperará alguna oferta para el Black Friday o esto es lo que tendremos hasta que anuncien el 18 base? Sin nada más, muchísimas gracias",4,2026-09-10T06:21:16Z,0,94,"te descubrí buscando info sobre iphone y ha sido una maravilla, explicas todo muy bien y con criterio. yo siempre he usado android y estaba pensando en dar el salto a ios por la cada vez menos libertad que quieren poner en android, entonces pensaba en el 17.. pero sorpresa para mí ver que ha subido de precio. y mi pregunta como un extranjero en el tema, es normal? se esperará alguna oferta para el black friday o esto es lo que tendremos hasta que anuncien el 18 base? sin nada más, muchísimas gracias",Mi Opinión del iPhone Duo,Domingo Gomes,504700,12735,94,SKIPPED,SKIPPED,SKIPPED
dm-ISSgW_-k,Ugz9VCiOYG3NyqCR0j94AaABAg,bro i thought bro accidentaly threw the phone,22,2026-09-09T20:47:20Z,0,8,bro i thought bro accidentaly threw the phone,APPLE GAVE ME AN iPHONE DUO,IShowSpeed,7412323,285708,8,SKIPPED,SKIPPED,SKIPPED
Y2k6t-n8g40,UgxwULS4oN6X05A0SQF4AaABAg,Person like me will put this much money to get customised phone in gold or diamond 😂😂😂😂,0,2026-09-11T09:41:57Z,0,17,person like me will put this much money to get customised phone in gold or diamond,iPhone Duo: Apple’s First Foldable Costs More Than a Small Car in India |  FP Explains,Firstpost,41892,73,16,price,negative,not_buying
qypQmnlFjNk,UgzPwr179z2wB7WQU0x4AaABAg,It will be popular in Asia. Personally I don&#39;t like it because it has no face id and I don&#39;t think it will fit in a pocket.,1,2026-09-10T01:11:53Z,1,27,it will be popular in asia. personally i don't like it because it has no face id and i don't think it will fit in a pocket.,iPhone Duo hands-on,The Verge,634948,4351,27,foldable_design,negative,not_buying
VNzl-q0EGfg,UgyO9TFm4sLc0x8rp0J4AaABAg,The &quot;Mercury I Owe&#39; credit card? How transparent. 😉,1,2026-09-10T17:09:22Z,0,9,"the ""mercury i owe' credit card? how transparent.",I Tested Apple's New FOLDABLE iPhone Duo,Joanna Stern,555070,10857,8,SKIPPED,SKIPPED,SKIPPED
TJ-NarZp7U0,UgzCum2MZpthanDQEiB4AaABAg,Has exceeded all of my expectations if I&#39;m being honest.,6,2026-09-10T05:17:30Z,1,10,has exceeded all of my expectations if i'm being honest.,iPhone Duo Hands-On: I’m VERY Impressed,MacRumors,1138176,8922,10,none / general,positive,considering
LZtsyKe86ZA,Ugwe-Z1HXluiuHM916d4AaABAg,"<a href=""https://www.youtube.com/watch?v=LZtsyKe86ZA&amp;t=5"">0:05</a> Dude on the right is like &quot;why is this guy yelling&quot;",6,2026-09-11T15:08:44Z,1,13,"0:05 dude on the right is like ""why is this guy yelling""",We've tried the iPhone Duo - is it better than the Galaxy Z Fold 8?,TechRadar,22081,158,12,SKIPPED,SKIPPED,SKIPPED
-4ZHytn6LgM,UgwIRhZikqyee-vIDtl4AaABAg,Bhai unpack kb kar rha h 😂😂??,0,2026-09-12T02:20:18Z,0,7,bhai unpack kb kar rha h ??,Apple iPhone Duo Exclusive First Look - World's Best Foldable!🔥🔥🔥,Technical Guruji,665548,7061,7,SKIPPED,SKIPPED,SKIPPED
lTYHROseqno,UgxaHKYBA9FF5eXS8Ch4AaABAg,"The Duo is ugly, looks like the Pixel Fold. I love the Samsung Fold but I chose the flip because the fold is too expensive and i genuinely love the how fun the traditional flip style is when i answer calls and how compact it is in my pocket.",1,2026-09-10T09:00:43Z,0,49,"the duo is ugly, looks like the pixel fold. i love the Galaxy Z Fold 6 but i chose the flip because the fold is too expensive and i genuinely love the how fun the traditional flip style is when i answer calls and how compact it is in my pocket.",iPhone Duo vs. Galaxy Z Fold 8 | Which Design Wins? #foldablephones #apple #samsung,Tom’s Guide,671250,4347,51,foldable_design,negative,not_buying
zZNms7T1_QM,UgzAN8WrAWxTSKoj5Ll4AaABAg,Why is no one talking about the diffraction that will occur when stopping down on such a tiny sensor??,28,2026-09-12T02:35:35Z,8,19,why is no one talking about the diffraction that will occur when stopping down on such a tiny sensor??,I Know Why Apple Put An Aperture In The iPhone 18 Pro,Fstoppers,294747,6619,19,camera,negative,unknown
45HPu4o4hYY,UgyGYVrCoaq0IuXCJOV4AaABAg,Going for black iPhone 18 Pro Max,1,2026-09-11T18:02:03Z,0,7,going for black iPhone 18 Pro Max,iPhone 18 Pro VS 17 Pro - There's a CATCH!,ZONEofTECH,214473,2086,7,none / general,positive,buy
8xTyh6Y_3Ww,UgycUXTUfxKKeetB0ad4AaABAg,iPhone duo 2 or 3 mein lunga jab bhi upgrade karunga 6g mein which is 3-4 years later.(currently using 12 series and iPad 11 plus android so it’s fine overall but will purchase soon big upgrade really excited about duo ),1,2026-09-10T15:06:59Z,1,41,iPhone Duo 2 or 3 mein lunga jab bhi upgrade karunga 6g mein which is 3-4 years later.(currently using 12 series and ipad 11 plus android so it’s fine overall but will purchase soon big upgrade really excited about duo ),iPhone Duo & iPhone 18 Pro Max Hands On & First Look ⚡ The Future Of iPhones!,Trakin Tech,3358162,26236,41,upgrade,positive,conditional
XUzwAiLkkCs,UgyRPKI4Nq3sranN-Kh4AaABAg,You look like an 80s serial killer 😅,3,2026-09-10T15:41:36Z,0,8,you look like an 80s serial killer,iPhone Duo Has A Problem.,AppleTrack,235957,5336,7,SKIPPED,SKIPPED,SKIPPED
-88aSO9z8QY,UgzAWwZFi8Q78t4e1kp4AaABAg,some one dreams became to buy these phones becomes as dream,7,2026-09-10T02:29:10Z,0,11,some one dreams became to buy these phones becomes as dream,"Apple Event 2026 🔥 iPhone 18 Pro, Foldable iPhone Duo & iPhone 17 Price Hike in India !",Prasadtechintelugu,891044,14277,11,price,negative,not_buying
1tf9At4daiU,UgxXhL7E0NNmLnY_pLF4AaABAg,bai problem bi show ho rehi hai wow b btao na ....😅😅😅,5,2026-09-11T01:50:46Z,0,12,bai problem bi show ho rehi hai wow b btao na .,iPhone Duo Vs Samsung Z Fold 8,Utpal Pandey,120490,1739,12,SKIPPED,SKIPPED,SKIPPED
Gr5YK9GHnig,UgyyZT2KsLZ2UAeaoAx4AaABAg,Co to za cegły masakra co Apple zrobiło z iPhone’em,2,2026-09-10T18:37:22Z,3,10,co to za cegły masakra co apple zrobiło z iphone’em,iPhone Duo vs Galaxy Fold 8,Mateusz Krawczyk,161059,539,10,SKIPPED,SKIPPED,SKIPPED
SusdlmIWiyc,UgzH1b-STd0bCdip3qV4AaABAg,255g ? + case = ?,31,2026-09-10T07:15:09Z,5,6,255g ? + case = ?,iPhone Duo Hands-On! New Features + Camera Test,Katarina Mogus,195679,3902,6,price,negative,unknown
3eODZWGo6hE,UgxIFtwkbbtJqvNU4pV4AaABAg,Apple raising prices without making any update is a huge F U to consumers,1,2026-09-09T23:59:49Z,1,14,apple raising prices without making any update is a huge f u to consumers,What Apple DIDN’T Tell You About iPhone 18 Pro & iPhone Duo!,9to5Mac,581845,7820,14,price,negative,not_buying
j-1cRJ-k-ks,UgxDIe8QfJbsl2gkGr94AaABAg,I know that crease going to be heavy after a few months on that matte finish,7,2026-09-10T05:04:58Z,20,16,i know that crease going to be heavy after a few months on that matte finish,iPhone Duo Hands-On - Watch BEFORE You Buy!,SuperSaf,393298,4457,16,durability,negative,unknown
x8XuN3CGqXI,UgytMliQDmVooSJ3t_F4AaABAg,I will be getting the 512 version and returning to the Apple ecosystem,1,2026-09-12T13:12:38Z,1,13,i will be getting the 512 version and returning to the apple ecosystem,iPhone Duo Is INSANE — Here’s Everything You Need to Know,BobbyInBlue,20165,349,13,ecosystem,positive,buy
cinC9VfLKYk,UgzdHnVKz29IwoH4g714AaABAg,"Mmm, not sure about upgrading to watch ultra 4 or iphone 18 pro max. Not enough wow factors for me to change. I have the samsung fold 8 and love it. Again there is nothing shouting at me to go for the duo. I just love the way i can plug in my fold 8 to my computer and drag and drop files, movies and music - too easy. 😅.  The only thing that frustrates me with the fold 8 is no S pen support - damn your eyes Samsung! This is the one highlight i do like about the duo. Will i buy the Duo - probably at some loint because i am.a.sucker for new Tech.",0,2026-09-11T06:37:12Z,0,117,"mmm, not sure about upgrading to watch ultra 4 or iPhone 18 Pro Max. not enough wow factors for me to change. i have the Galaxy Z Fold 6 8 and love it. again there is nothing shouting at me to go for the duo. i just love the way i can plug in my fold 8 to my computer and drag and drop files, movies and music - too easy. . the only thing that frustrates me with the fold 8 is no s pen support - damn your eyes samsung! this is the one highlight i do like about the duo. will i buy the duo - probably at some loint because i am.a.sucker for new tech.",iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,119,comparison_samsung,neutral,conditional
fBYusyB43z4,UgxRhdbBgXxXiHb0-WN4AaABAg,Any way to get the Pro Controls in another app from the App Store?,1,2026-09-12T05:34:21Z,1,14,any way to get the pro controls in another app from the app store?,iPhone 18 Pro Max / iPhone Duo: DON'T WASTE YOUR MONEY!,Alex Gear & Tech,191934,3003,14,camera,neutral,unknown
xEeWqPmo4H4,UgyeCTBEH4qO3Q1OUTt4AaABAg,nice find ich das Du mal mit links das Duo bedient hast ... scheint gut zu funktionieren .. Danke dafür 🥰,0,2026-09-13T15:25:33Z,0,21,nice find ich das du mal mit links das duo bedient hast . scheint gut zu funktionieren .. danke dafür 🥰,Ich hab' das iPhone Duo ausprobiert...,Alex,227627,8782,21,SKIPPED,SKIPPED,SKIPPED
c6OI7g_6XTU,UgzELLgS7yf9EXu3-394AaABAg,A gente já tá chato isso... Superem,3,2026-09-10T22:34:11Z,1,7,a gente já tá chato isso. superem,IPHONE DUO VS GALAXY Z FOLD8 #galaxyzfold8 #iphoneduo,MATHEWS SÁ ,34032,1663,7,SKIPPED,SKIPPED,SKIPPED
zZNms7T1_QM,Ugyl7hXJ1XUlvHdbKyB4AaABAg,I’m more curious if the aperture blades will survive the use and abuse (the bumps and knocks) that a phone takes.<br>(Which is pretty different to proper camera lens).,2,2026-09-12T03:19:52Z,3,28,i’m more curious if the aperture blades will survive the use and abuse (the bumps and knocks) that a phone takes. (which is pretty different to proper camera lens).,I Know Why Apple Put An Aperture In The iPhone 18 Pro,Fstoppers,294747,6619,29,durability,negative,unknown
cinC9VfLKYk,UgwgtNxzp7Fie1FaNUB4AaABAg,"Before I decide to take a mortgage 😜 what about calls? This is a phone, we have made believe, but they have not mentioned anything about it. Is there a list what apps are compatible with it?",0,2026-09-11T05:50:19Z,0,37,"before i decide to take a mortgage what about calls? this is a phone, we have made believe, but they have not mentioned anything about it. is there a list what apps are compatible with it?",iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,36,price,negative,considering
dik6v1Pj6PA,Ugw4_6XmiGIblD1Y-K94AaABAg,"<a href=""https://www.youtube.com/watch?v=dik6v1Pj6PA&amp;t=204"">3:24</a> 😅 samsung or xiaomi bhi like yeah to dhoti khol raha hai 😂",4,2026-09-10T18:44:55Z,1,15,3:24 samsung or xiaomi bhi like yeah to dhoti khol raha hai,iPhone 18 pro max - Breakdown 🤯,HFV Unbox,18859,476,12,SKIPPED,SKIPPED,SKIPPED
mp3FOz5rdB8,UgyASDlamveNBc6MFNd4AaABAg,"Melihat seri Foldable Phone kebanyakan, Form Factor HP lipat Seperti Huawei Mate X (angka) Series jadi Salah satu pembawa tren Bentuk Foldable Minimalis, Ringan Krn ukuran bisa di Pangkas ke Bentuk seperti Buku Paspor yg udah Mungil 😂. Baru rilis seri pertama aja, gebrakan fitur yang hanya ada di seri mereka dan pesaing masing minus di situ ; Integrated Pen Wireless (walau belum tau Pen cuma nempel Frame atau ada Lubang Slot Pen buat dipakai)",0,2026-09-13T01:20:59Z,0,75,"melihat seri foldable phone kebanyakan, form factor hp lipat seperti huawei mate x (angka) series jadi salah satu pembawa tren bentuk foldable minimalis, ringan krn ukuran bisa di pangkas ke bentuk seperti buku paspor yg udah mungil . baru rilis seri pertama aja, gebrakan fitur yang hanya ada di seri mereka dan pesaing masing minus di situ ; integrated pen wireless (walau belum tau pen cuma nempel frame atau ada lubang slot pen buat dipakai)",Ga bisa stop senyum soal iPhone Duo & iPhone 18 Pro!!! 😆,GadgetIn,3389996,25862,75,SKIPPED,SKIPPED,SKIPPED
AR6VPvZDEW8,UgxYQqsV6yPoMeRe1954AaABAg,"🙂<br>Etne metoo MacBook m5 pro ya koi achaa khasa gaming laptop ya good PC build hojayega <br><br><br><br><br><br><a href=""https://www.youtube.com/watch?v=AR6VPvZDEW8&amp;t=693"">11:33</a>",1,2026-09-10T15:39:14Z,0,18,etne metoo macbook m5 pro ya koi achaa khasa gaming laptop ya good pc build hojayega 11:33,I Spent 2 Hours with the iPhone DUO and 18 Pro Max !,TechBar,682611,7652,17,SKIPPED,SKIPPED,SKIPPED
6IOOxlyl2JI,Ugwnpey4Ll14lU_u7794AaABAg,Vat refund form bill milte hain ji.. <br>Reply karo ji.. waiting,0,2026-09-10T18:47:22Z,0,11,vat refund form bill milte hain ji.. reply karo ji.. waiting,iPhone 18 Pro Max Price in Dubai 🇦🇪 | iPhone Duo First Foldable Price Revealed! | IPhone Price Dubai,Dxb Vlogs,114368,537,11,SKIPPED,SKIPPED,SKIPPED
xEeWqPmo4H4,UgxnciAxFgCmqL_1U3J4AaABAg,"Muss das neue Duo jetzt nicht haben, aber es sieht schon nice aus",0,2026-09-13T09:54:47Z,0,13,"muss das neue duo jetzt nicht haben, aber es sieht schon nice aus",Ich hab' das iPhone Duo ausprobiert...,Alex,227627,8782,13,SKIPPED,SKIPPED,SKIPPED
dik6v1Pj6PA,UgwM1uFBrY-Xqi5dkiR4AaABAg,Bhai kya iPhone 15 pro max Lena aacha discussion hai aabhi k liye<br>Used me hai ekdum solid condition me,1,2026-09-10T13:06:00Z,0,19,bhai kya iphone 15 pro max lena aacha discussion hai aabhi k liye used me hai ekdum solid condition me,iPhone 18 pro max - Breakdown 🤯,HFV Unbox,18859,476,20,SKIPPED,SKIPPED,SKIPPED
FkQ40fd3Ge4,UgzLB8kT2lXpR1DNjF94AaABAg,1300 dollar price no charger 😢,0,2026-09-09T19:58:24Z,0,6,1300 dollar price no charger,iPhone 18 Pro & 18 Pro Max - First Look & Hands-On!,Brian Tong,642927,4236,5,price,negative,not_buying
eei604kBYuk,Ugzo5d3yDvpegCJZxJd4AaABAg,Ima wait.. Hopefully they come out with a pink one!,0,2026-09-11T19:03:28Z,0,10,ima wait.. hopefully they come out with a pink one!,iPhone Duo - First impressions 😍,iJustine,458662,8021,10,foldable_design,positive,conditional
